id,pdm
00052,GUILHOTINA
00295,LÂMINA LIMPEZA MÁQUINA COPIADORA
01160,DOBRADEIRA PAPEL
01161,BATEDEIRA INDUSTRIAL
01162,BATEDEIRA CEREAL
01163,MÁQUINA ELÉTRICA DE ENCADERNAÇÃO
01165,PRENSA TIPOGRÁFICA
01173,ALCEADEIRA
01176,MÁQUINA PLASTIFICAR
01180,GUILHOTINA MANUAL
01181,DOSADOR INDUSTRIAL
01182,HIDROCICLONE
01183,MÁQUINA FABRICAR FRALDA
01184,MÁQUINA FABRICAR VELA
01188,MÁQUINA GRAMPEADORA TIPOGRÁFICA
01189,BLANQUETA
01190,BOBINADEIRA FIO TÊXTIL
01191,RETORCEDOR FIO TÊXTIL
01194,PENTEADEIRA FIO TÊXTIL
01195,TEAR
01196,URDIDEIRA
01228,ABRIDOR FARDO
01239,GUILHOTINA TIPOGRÁFICA
01240,MÁQUINA ESTAMPAR
01311,MÁQUINA OBTURADORA PAPÉIS
01363,MÁQUINA COSTURA INDUSTRIAL
01564,GRAMPEADOR ELÉTRICO
01686,ACESSORIO DE MONTAGEM DE AR CONDICIONADO DE MAQUINA DE FUNDICAO
01716,ACESSORIO PARA GUILHOTINA
01719,ACESSÓRIO PARA MIMEÓGRAFO A TINTA
02348,ALMOFADA MÁQUINA DE DUPLICAR
02634,APARELHAGEM DE CONTROLE DE POEIRA ( PARA SANEAMENTO AMBIENTAL )
02645,APARELHO AGITADOR - BISMUTO
02697,APARELHO DE ENCHER AMPOLA
02708,APARELHO DE FABRICACAO DE MAGNESIA FLUIDA
02731,APARELHO DE PRODUCAO DE MATRIZ
02822,APARELHO CONTAGEM DE BACTÉRIAS LEITE / DERIVADOS
02840,APARELHO MEDIÇÃO PROPRIEDADES DO LEITE
02899,APLICADOR CHAPA LITOGRÁFICA
02982,AREIA PARA FUNDIÇÃO
03268,BANCAE ESTIRAMENTO ( DE FUSO ) FIO TEXTIL
03444,BATEDEIRA INDUSTRIAL DE POLPA E PAPEL
03556,BINADEIRA ( INDUSTRIA TEXTIL )
03562,BIODIGESTOR USO EM FAZENDAS
03563,BIODIGESTOR USO INDUSTRIAL
03718,BOMBA A VACUO PARA MANUFATURA DE MEDICAMENTOS
03732,BOMBA CENTRIFUGA PARA MANUFATURA DE MEDICAMENTOS
03752,BOMBA DIAFRAGMA DE SODA CÁUSTICA
03781,BOMBA INJETORA ENCHIMENTO DE AMPOLA
03864,BRILHADOR DE ARROZ ( POLIDOR DE ARROZ )
03873,BRITADOR OU TRITURADOR CONICO
03874,BRITADOR OU TRITURADOR DE CILINDRO
03875,BRITADOR/TRITURADOR MANDÍBULA - PEÇAS E ACESSÓRIOS
04075,CADEIA DE TIPO PARA IMPRESSORA TIPOGRAFICA
04164,CAIXA PARA COMPOSICAO
04226,CALDEIRA DE CHUMBO DE MAQUINA IMPRESSORA GRAFICA
04295,CALIBRE PARA LINHA DE IMPRESSAO
04373,CAMISA EQUIPAMENTO GRÁFICO
04764,CENTRO DE USINAGEM
04830,CHAPA DE IMPRESSAO
