"id","pdm","grupo"
00052,GUILHOTINA,36
00295,LÂMINA LIMPEZA MÁQUINA COPIADORA,36
01160,DOBRADEIRA PAPEL,36
01161,BATEDEIRA INDUSTRIAL,36
01162,BATEDEIRA CEREAL,36
01163,MÁQUINA ELÉTRICA DE ENCADERNAÇÃO,36
01165,PRENSA TIPOGRÁFICA,36
01173,ALCEADEIRA,36
01176,MÁQUINA PLASTIFICAR,36
01180,GUILHOTINA MANUAL,36
01181,DOSADOR INDUSTRIAL,36
01182,HIDROCICLONE,36
01183,MÁQUINA FABRICAR FRALDA,36
01184,MÁQUINA FABRICAR VELA,36
01188,MÁQUINA GRAMPEADORA TIPOGRÁFICA,36
01189,BLANQUETA,36
01190,BOBINADEIRA FIO TÊXTIL,36
01191,RETORCEDOR FIO TÊXTIL,36
01194,PENTEADEIRA FIO TÊXTIL,36
01195,TEAR,36
01196,URDIDEIRA,36
01228,ABRIDOR FARDO,36
01239,GUILHOTINA TIPOGRÁFICA,36
01240,MÁQUINA ESTAMPAR,36
01311,MÁQUINA OBTURADORA PAPÉIS,36
01363,MÁQUINA COSTURA INDUSTRIAL,36
01564,GRAMPEADOR ELÉTRICO,36
01686,ACESSORIO DE MONTAGEM DE AR CONDICIONADO DE MAQUINA DE FUNDICAO,36
01716,ACESSORIO PARA GUILHOTINA,36
01719,ACESSÓRIO PARA MIMEÓGRAFO A TINTA,36
02348,ALMOFADA MÁQUINA DE DUPLICAR,36
02634,APARELHAGEM DE CONTROLE DE POEIRA ( PARA SANEAMENTO AMBIENTAL ),36
02645,APARELHO AGITADOR - BISMUTO,36
02697,APARELHO DE ENCHER AMPOLA,36
02708,APARELHO DE FABRICACAO DE MAGNESIA FLUIDA,36
02731,APARELHO DE PRODUCAO DE MATRIZ,36
02822,APARELHO CONTAGEM DE BACTÉRIAS LEITE / DERIVADOS,36
02840,APARELHO MEDIÇÃO PROPRIEDADES DO LEITE,36
02899,APLICADOR CHAPA LITOGRÁFICA,36
02982,AREIA PARA FUNDIÇÃO,36
03268,BANCAE ESTIRAMENTO ( DE FUSO ) FIO TEXTIL,36
