id,pdm
09778,MIRA
07003,ESPECTROSCOPIO
05904,CORRENTE DE AGRIMENSOR
07826,FRASCO LABORATÓRIO.
13093,TUBO VIDRO PARA LABORATÓRIO
02403,RESINA TROCA IÔNICA
02983,PEÇA EQUIPAMENTO LABORATÓRIO
06445,ELEMENTO DE MAGNETOSTRICAO
06934,ESCOVA
06506,EMBALAGEM LABORATÓRIO
07441,PLÁSTICO VEDAÇÃO USO LABORATÓRIO
07676,FLUXÔMETRO
06396,DOSÍMETRO DIGITAL
06129,DETECTOR RADIOATIVIDADE
03165,AZIMUTE
12054,SEXTANTE
03965,BÚSSOLA NAVEGAÇÃO
11361,QUADRO DE PILOTAGEM PARA NAVEGACAO
09630,MESA DE PILOTAGEM
06067,DERIVOMETRO
08346,INDICADOR DE POSICAO DO VENTO PARA NAVEGACAO
06740,EQUIPAMENTO DE REGISTRO DE NAVEGACAO
08351,INDICADOR DE VELOCIDADE DO AR PARA AERONAVE
08350,INDICADOR DE VELOCIDADE ASCENCIONAL PARA AERONAVE
13070,TUBO DE PITOT
08270,HORIZONTE ARTIFICIAL DE AERONAVE
08337,INDICADOR DE ALTITUDE PARA AERONAVE
08340,INDICADOR DE CURVA PARA AERONAVE
02369,ALTIMETRO DE AERONAVE
08358,INDICADOR GIROSCOPICO DE ALTITUDE PARA AERONAVE
11588,REGULADOR DE PILOTO AUTOMATICO
05828,CONTROLE GIROSCOPICO DIRECIONAL VERTICAL PARA AERONAVE
05826,CONTROLE GIROSCOPICO DIRECIONAL DE CURVA PARA AERONAVE
05827,CONTROLE GIROSCÓPICO DIRECIONAL DE NÍVEL PARA AERO
05825,CONTROLE GIROSCOPICO DIRECIONAL PARA SUPERFICIEACIONADO POR SISTEMA HIDRAULICO PARA AERONAVE
09517,MECANISMO DE PILOTO AUTOMATICO PARA AERONAVE
08398,INSTRUMENTO DE MOTOR DE VEICULO
08396,INSTRUMENTO DE MOTOR DE AERONAVE
08397,INSTRUMENTO DE MOTOR DE EMBARCACAO
08348,INDICADOR DE PRESSAO DE OLEO DE MOTOR
08347,INDICADOR DE PRESSAO DE ADMISSAO DE MOTOR
08344,INDICADOR DE MISTURA DE COMBUSTIVEL DE MOTOR
06304,DISPOSITIVO DE ALARME DE SISTEMA DE COMBUSTIVEL DE MOTOR
06305,DISPOSITIVO DE ALARME DO SISTEMA DE OLEO DE MOTOR
07507,FIO DE PROVA DE ADITAMENTO
04258,CALIBRADOR NÍVEL ÁUDIO - ANALISADOR ESPECTROS
09532,MEDIDOR DE CONSUMO DE CORRENTE TIPO DOMESTICO
09531,MEDIDOR DE CONSUMO DE CORRENTE ELETRICA
09551,MEDIDOR DE RADIO INTERFERENCIA
08390,INSTRUMENTO DE ENSAIO EQUIPAMENTO DE COMUNICACAO
06690,EQUIPAMENTO DE ENSAIO INFRAVERMELHO
09540,MEDIDOR ÍNDICE ACIDEZ
02472,ANALISADOR DE GÁS
03725,BOMBA CALORIMETRICA
02247,ALCALINOMETRO
04304,CALORÍMETRO
02467,CNALISADOR DE DESCARGA DE MOTOR A GASOLINA
02699,APARELHO ENSAIO LUBRIFICANTE / COMBUSTÍVEL
02701,APARELHO DE ENSAIO DE TEOR DE GOMA DE GASOLINA
02691,APARELHO DE DETERMINACAO DE QUANTIDADE DE ENXOFRE
13453,VISCOSÍMETRO
07001,ESPECTROFOTÔMETRO / PEÇAS E ACESSÓRIOS
10944,PEÇAS E COMPONENTES PIPETADOR
10945,POLARÓGRAFO / PEÇAS / COMPONENTES
06461,ELETRODO MEDIÇÃO PH
09327,MICRODURÔMETRO
09185,MAQUINA DE ENSAIO FISICO DE BORRACHA
02834,APARELHO PARA ENSAIO DE DUREZA - SHORE
02698,APARELHO DE ENSAIO DE ATRITO DE LUBRIFICANTE
06058,DENSÍMETRO
08602,LACTOMETRO
06923,ESCLEROSCOPIO
06921,ESCLEROMETRO
04338,CAMARA ESCURA DE RAIO X TIPO INDUSTRIAL
10615,PENEIRA DE ENSAIO DE GRANULOMETRIA ( PENEIROMETRO)
02700,APARELHO ENSAIO PONTO DE DERRAMAMENTO
06691,EQUIPAMENTO DE ENSAIO MAGNAFLUX
02705,APARELHO DE ENSAIO POR PARTICULA MAGNETICA
06207,DILATÓMETRO
02702,APARELHO DE ENSAIO DE TORCAO DE ROLAMENTO
04326,CÂMARA CLIMÁTICA
13127,TUNEL DE VENTO
11478,RECINTO ESPECIALMENTE DESIGNADO PARA SIMULAR
09541,MEDIDOR DE INTEMPERIE
05898,CORRELATO PARA CAMARA AMBIENTAL
13425,VIDRACARIA DE LABORATORIO
07866,FUNIL LABORATÓRIO.
13571,GARRA LABORATÓRIO
00529,ESTUFA
07483,FILTRO USO LABORATÓRIO
08586,LÃ - USO LABORATÓRIO
09819,MOBILIÁRIO DE LABORATÓRIO
03528,BICO DE BÜNSEN
08673,LAMPARINA LABORATÓRIO
00549,BANHO MARIA.
10046,NAVETA
10047,NAVETA DE PORCELANA
07564,FITA DE COBRE DE ENSAIO DE CORROSAO
08588,CARTUCHO EXTRAÇÃO
03994,BARRILETE
12625,TENAZ LABORATÓRIO
10730,PINÇA
02319,ELETRODO
04760,ESCOVA LABORATÓRIO
03758,PEÇA EQUIPAMENTO DIAGNÓSTICO CLÍNICO
13062,TUBO.
05590,CONEXAO APARELHO LABORATORIO
13105,TUBO DE MEMBRANA
04219,CALCULOGRAFO USO GERAL
13631,RELÓGIO DE PROTOCOLO
05984,CRONÔMETRO
05982,CRONOGRAFO
00482,RELÓGIO
11623,RELÓGIO DE PONTO
11624,RELÓGIO DE VIGIA
11620,RELÓGIO DATADOR
03166,AZIMUTE TELESCOPICO
05078,CLINÔMETRO
03557,BINÓCULO
08949,LUPA
09752,MICROSCOPIO
08944,LUNETA
12604,TELEMETRO
07815,FOTOMETRO OPTICO
10942,POLARIMETRO
08984,LUZ MONOCROMATICA ( EQUIPAMENTO OPTICO )
11712,RETICULA DE INSTRUMENTO OPTICO
09549,MEDIDOR DE RADIACAO SOLAR ( INSOLACAO )
08392,INSTRUMENTO DE GEODESIA
08399,INSTRUMENTO DE OCEANOGRAFIA
10150,ODOGRAFO
10031,NADIRSCOPIO
08401,INSTRUMENTO DE SISMOGRAFIA
12606,ACESSÓRIOS / COMPONENTES TELESCÓPIO
12665,TERMOGRAFO
03241,BALAO METEOROLOGICO
02734,APARELHO DE RÁDIO - SONDA
02732,APARELHO RADAR - SONDA
02512,ANEMÔMETRO
02127,AEROGRAFO PARA PINTURA
10915,PLUVIOMETRO
11329,PSICRÔMETRO
03346,BAROGRAFO
03347,BARÔMETRO
12673,TERMOMETRO METEOROLOGICO
12637,TEODOLITO PARA METEOROLOGIA
