id,pdm
01214,PROTETOR AURICULAR
01232,ABSORVEDOR ENERGIA
01277,DIFUSOR
01278,SISTEMA COMBATE INCÊNDIO
01282,CHUVEIRO EMERGÊNCIA
01284,LAVA-OLHOS EMERGÊNCIA
01285,MANGUEIRA COMBATE INCÊNDIO
01288,CARRETEL MANGUEIRA INCÊNDIO
01300,ESQUICHO
01301,EXTINTOR INCÊNDIO
01302,AVENTAL DE SOLDADOR
01303,COLETE SEGURANÇA
01304,LENTE INDUSTRIAL / SEGURANÇA
01305,MANGA ISOLANTE
01306,RESPIRADOR
01312,EXTINTOR INCÊNDIO ÁGUA
01313,EXTINTOR INCÊNDIO PÓ QUÍMICO
01314,CÂMARA AVÍCOLA FUMIGAÇÃO
01315,ESCUDO ANTI-TUMULTO
01316,PROTETOR FACIAL
01362,BALDE COMBATE INCÊNDIO
01370,BARCO INFLÁVEL
01371,BOLSA TRANSPORTE LUVAS
01372,CAPACETE SEGURANÇA
01373,PERNEIRA
01377,ÓCULOS PROTEÇÃO
01661,ACESSÓRIO / PEÇA MERGULHO
02246,ALCA SALVAMENTO ( SLING )
02392,AMARRA CORRENTE ( EPI )
02484,ANCINHO DE BOMBEIRO
02635,"APARELHAGEM PARA DESCONTAMINACAO MECANICA, MONTADAEM VIATURA"
02721,APARELHO DE MERGULHO
02740,MÁSCARA AUTÔNOMA
02741,APARELHO SALVAMENTO
03099,ASSENTO TÁTICO
03133,AUTOCLAVE DESCONTAMINAÇÃO
03134,PEÇAS / ACESSÓRIOS AUTOCLAVE
03153,AVENTAL
03155,AVENTAL DE SEGURANCA PARA SOLDAGEM
03156,AVENTAL SEGURANÇA USO FUNDIÇÃO
03259,BALSA PNEUMATICA
03331,BARCA INFLAVEL
03447,BATEDOR / ABAFADOR FOGO - COMBATE INCÊNDIO
03524,BICO ASPERSOR MANGUEIRA COMBATE A INCÊNDIO
03632,BLUSÃO RASPA DE COURO ( EPI )
03663,BOIA SALVA - VIDA
03664,BOIA SALVA - VIDAS INFLAVEL
03665,BOIA SALVA - VIDAS NAO INFLAVEL
03713,BOLSA SALVA - VIDA
03735,BOMBA COSTAL
03800,BONE - SALVAMENTO / SEGURANCA / USO DIVERSO
