id,pdm
01049,EMPILHADEIRA ELÉTRICA
01674,ACESSORIO DE CONTAINER ESPECIAL - TRANSPORTE DE EXPLOSIVOS
02324,ALIMENTADOR MATERIAL SECO
02326,ALIMENTADOR DE PEÇA
03068,ARTICULAÇÃO DE EQUIPAMENTO DE ELEVAÇÃO DE CARGA
03232,BALANCIM INDIVIDUAL / CADEIRA SUSPENSA ( EPI )
03256,BALDE TRANSPORTE MATERIAL
03593,BLOCO
03857,BRAÇO ARTICULADO MOVIMENTAÇÃO CARREGAMENTO DE MATE
04062,CABRESTANTE
04092,CADERNAL
04572,CARRETA - PLATAFORMA MANUAL
04573,CARRETA REBOQUE
04584,CARRINHO TRANSPORTE
04585,CARRINHO MÃO
04587,CARRINHO INDUSTRIAL
04589,CARRO - GUINDASTE ( GIRAFA )
04591,CARRO - PORTICO ( STRADDLE TRUK )
04603,CARRO DE MANOBRA MANUAL E MOVIMENTACAO DE MATERIAL
04605,CARRO DE MAO DE DUAS RODAS
04606,CARRO DE MAO DE QUATRO RODAS DE MOVIMENTACAO DE MATERIAL
04620,CARRO PLATAFORMA MOTORIZADO ALMOXARIFADO
04621,CARRO CARGA
04622,CARRO REBOCADOR ALMOXARIFADO
04624,CARRO TRANSPORTADOR DE BAGAGEM - TIPO DE AEROPORTO
04639,CARROSSEL TRANSPORTADOR DE BAGAGEM
04994,CILINDRO INCLINAÇÃO GARFO EMPILHADEIRA
05016,CINTA SUSPENSÃO CARGA
05408,COMPONENTE DE ACABAMENTO - PONTE DE EMBARQUE DE AEROPORTO
05450,COMPONENTE HIDRAULICO - PONTE DE EMBARQUE DE AEROPORTO
05457,COMPONENTE MECANICO - PONTE DE EMBARQUE DE AEROPORTO
05795,CONTAINER ESPECIAL - TRANSPORTE DE EXPLOSIVOS EM AERONAVE
05896,CORREIA / COMPONENTE - ESTEIRA TRANSPORTADORA
06471,ELEVADOR - MONTA PRATO
06472,PEÇA/COMPONENTE ELEVADOR
06473,ELEVADOR PASSAGEIRO
06475,ELEVADOR DE CARGA
06476,ELEVADOR DE VEICULO PARA EDIFICIO GARAGEM
06478,ELEVADOR HIDRÁULICO
06482,ELEVADOR PANORAMICO
06483,ELEVADOR PNEUMÁTICO
06531,EMPILHADEIRA - GARFO
06532,EMPILHADEIRA - MOTOR A EXPLOSAO
06533,EMPILHADEIRA - MOTOR A GÁS
06534,PEÇA / ACESSÓRIO EMPILHADEIRA
06891,ESCADA ROLANTE
06968,ESLINGA DE CARGA
07117,ESTEIRA ROLANTE PARA PASSAGEIROS
07181,ESTRADO DE CARGA ( PALETE )
07191,ESTROPO
07192,ESTROPO DE ACO
07193,ESTROPO NÁILON
07241,EXPANSOR - FIXO / AJUSTAVEL
07562,FITA DE AMARRACAO
07572,FITA DE REBOQUE DE VEICULO / CARGA
07573,FITA DE SUSPENSAO / MOVIMENTACAO DE CARGA
07923,GARFO DE EMPILHADEIRA
08112,GRUA
08138,GUINCHO
08144,GUINDASTE
08149,GUINDASTE DE ARMAZEM
08153,GUINDASTE FIXO DE CAIS
