id,pdm,grupo
01049,EMPILHADEIRA ELÉTRICA,39
01674,ACESSORIO DE CONTAINER ESPECIAL - TRANSPORTE DE EXPLOSIVOS,39
02324,ALIMENTADOR MATERIAL SECO,39
02326,ALIMENTADOR DE PEÇA,39
03068,ARTICULAÇÃO DE EQUIPAMENTO DE ELEVAÇÃO DE CARGA,39
03232,BALANCIM INDIVIDUAL / CADEIRA SUSPENSA ( EPI ),39
03256,BALDE TRANSPORTE MATERIAL,39
03593,BLOCO,39
03857,BRAÇO ARTICULADO MOVIMENTAÇÃO CARREGAMENTO DE MATE,39
04062,CABRESTANTE,39
04092,CADERNAL,39
04572,CARRETA - PLATAFORMA MANUAL,39
04573,CARRETA REBOQUE,39
04584,CARRINHO TRANSPORTE,39
04585,CARRINHO MÃO,39
04587,CARRINHO INDUSTRIAL,39
04589,CARRO - GUINDASTE ( GIRAFA ),39
04591,CARRO - PORTICO ( STRADDLE TRUK ),39
04603,CARRO DE MANOBRA MANUAL E MOVIMENTACAO DE MATERIAL,39
04605,CARRO DE MAO DE DUAS RODAS,39
04606,CARRO DE MAO DE QUATRO RODAS DE MOVIMENTACAO DE MATERIAL,39
04620,CARRO PLATAFORMA MOTORIZADO ALMOXARIFADO,39
04621,CARRO CARGA,39
04622,CARRO REBOCADOR ALMOXARIFADO,39
04624,CARRO TRANSPORTADOR DE BAGAGEM - TIPO DE AEROPORTO,39
04639,CARROSSEL TRANSPORTADOR DE BAGAGEM,39
04994,CILINDRO INCLINAÇÃO GARFO EMPILHADEIRA,39
05016,CINTA SUSPENSÃO CARGA,39
05408,COMPONENTE DE ACABAMENTO - PONTE DE EMBARQUE DE AEROPORTO,39
05450,COMPONENTE HIDRAULICO - PONTE DE EMBARQUE DE AEROPORTO,39
05457,COMPONENTE MECANICO - PONTE DE EMBARQUE DE AEROPORTO,39
05795,CONTAINER ESPECIAL - TRANSPORTE DE EXPLOSIVOS EM AERONAVE,39
05896,CORREIA / COMPONENTE - ESTEIRA TRANSPORTADORA,39
06471,ELEVADOR - MONTA PRATO,39
06472,PEÇA/COMPONENTE ELEVADOR,39
06473,ELEVADOR PASSAGEIRO,39
06475,ELEVADOR DE CARGA,39
06476,ELEVADOR DE VEICULO PARA EDIFICIO GARAGEM,39
06478,ELEVADOR HIDRÁULICO,39
06482,ELEVADOR PANORAMICO,39
06483,ELEVADOR PNEUMÁTICO,39
06531,EMPILHADEIRA - GARFO,39
06532,EMPILHADEIRA - MOTOR A EXPLOSAO,39
06533,EMPILHADEIRA - MOTOR A GÁS,39
06534,PEÇA / ACESSÓRIO EMPILHADEIRA,39
06891,ESCADA ROLANTE,39
06968,ESLINGA DE CARGA,39
07117,ESTEIRA ROLANTE PARA PASSAGEIROS,39
07181,ESTRADO DE CARGA ( PALETE ),39
07191,ESTROPO,39
07192,ESTROPO DE ACO,39
07193,ESTROPO NÁILON,39
07241,EXPANSOR - FIXO / AJUSTAVEL,39
07562,FITA DE AMARRACAO,39
07572,FITA DE REBOQUE DE VEICULO / CARGA,39
07573,FITA DE SUSPENSAO / MOVIMENTACAO DE CARGA,39
07923,GARFO DE EMPILHADEIRA,39
08112,GRUA,39
08138,GUINCHO,39
08144,GUINDASTE,39
08149,GUINDASTE DE ARMAZEM,39
08153,GUINDASTE FIXO DE CAIS,39
08158,GUINDASTE MOVEL DE CAIS,39
08573,JUNTA GIRATORIA PARA MOVIMENTACAO DE MATERIAL,39
08965,LUVA DE PROTECAO - CINTA DE ELEVACAO / SUSPENSAO,39
09852,MOITAO,39
09897,MONOVIA,39
09898,MONOVIA ACIMA DE 30 T,39
09899,MONOVIA ATE 30 T INCLUSIVE,39
09900,MONTA - CARGA,39
