00005,FITAS ADESIVAS,75
00006,FITA CORRETIVA MÁQUINA ESCREVER,75
00007,FITA IMPRESSÃO MÁQUINA ESCREVER,75
00008,FITA IMPRESSÃO MÁQUINA CALCULAR,75
00010,FITA ROTULADORA,75
00011,CLIPE,75
00012,LÁPIS PRETO,75
00014,CANETAS HIDROGRAFICAS,75
00015,LÁPIS BORRACHA,75
00016,LÁPIS DE COR,75
00017,MINA GRAFITE,75
00018,CORRETIVO LÍQUIDO,75
00019,CORRETIVO SECO,75
00020,PASTA ARQUIVO,75
00021,ETIQUETA ADESIVA,75
00022,ALMOFADA CARIMBO,75
00024,RÉGUA ESCRITÓRIO,75
00025,PAPEL ALMAÇO,75
00026,PAPEL CARBONO,75
00027,GRAMPEADOR,75
00028,GRAMPO GRAMPEADOR,75
00029,ESPIRAL ENCADERNAÇÃO,75
00031,GIZ QUADRO NEGRO,75
00032,CINTA ELÁSTICA,75
00033,COLCHETE FIXAÇÃO,75
00034,PAPEL RECADO AUTO-ADESIVO,75
00035,TINTA CARIMBO,75
00036,DIVISÓRIA ARQUIVO,75
00037,AGENDA,75
00038,ALFINETE MAPA,75
00039,CARIMBOS,75
00040,ETIQUETA GOMADA "URGENTE",75
00041,PORTA-CARIMBO,75
00042,APAGADOR QUADRO MAGNÉTICO,75
00043,APAGADOR QUADRO NEGRO,75
00044,BANDEJA DOCUMENTOS,75
00046,APONTADOR LÁPIS,75
00047,PORTA-LÁPIS/CLIPE/LEMBRETE,75
00053,ENVELOPE,75
00056,PERFURADOR PAPEL,75
00057,PERFURADORA PAPEL PARA ESPIRAL,75
00060,CAPA CLASSIFICADORA,75
00061,ARQUIVO DISQUETE,75
00063,PASTA ARQUIVO REGISTRADOR,75
00066,BLOCO RASCUNHO,75
00067,CAPA PROCESSOS,75
00068,PAPEL ALTA ALVURA,75
00069,BLOCO RECEITUÁRIO,75
00070,BLOCO RECEITUÁRIO MÉDICO,75
00071,BLOCO FORMULÁRIO COMUNICAÇÃO INTERNA,75
00073,BLOCO RECIBO COM CANHOTO,75
00074,PAPEL AUTO-ADESIVO,75
00075,PAPEL CARTOLINA,75
00076,BLOCO MEMORANDO,75
00077,BLOCO LAUDO MÉDICO / TÉCNICO,75
00078,PAPEL MILIMETRADO,75
00079,PAPEL FLIP CHART,75
00081,CAIXA ARQUIVO,75
00082,ESTÊNCIL,75
00083,GARRA ENCADERNAÇÃO,75
00084,CONJUNTO MULTIUSO ESCRITÓRIO,75
00086,PORTA-PAPEL,75
00087,CAPA ENCADERNAÇÃO,75
00088,CAPA,75
00089,REGISTRADOR AZ,75
00090,FORMULÁRIO CONTÍNUO,75
00091,LÁPIS VIDROGRÁFICO,75
00092,LÁPIS CERA,75
00093,EXTENSÃO PARAFUSO PASTA,75
00094,PASTA FORMULÁRIO CONTÍNUO,75
00095,COLA BASTÃO,75
00096,COLA ESCOLAR,75
00097,PORTA-CARTÃO,75
00098,PORTA-ETIQUETA,75
00099,CANETA ESFEROGRÁFICA,75
00104,BOBINA MÁQUINA CALCULAR,75
00105,PAPEL SUPER BOND,75
00106,PORTA-FITA ADESIVA,75
00107,PRENDEDOR PAPEL,75
00108,PINCEL ATÔMICO,75
00109,PERCEVEJO,75
00110,FICHA,75
00111,BASE FITA ADESIVA,75
00113,CAVALETE PINTURA,75
00114,MOLHA-DEDOS,75
00115,PORTA-DISQUETE,75
00116,MARCADOR RETROPROJETOR,75
00117,GABARITO,75
00118,TRANSPARÊNCIA RETROPROJETOR,75
00119,ESTOJO DISQUETE,75
00120,GIZ CERA,75
00124,PASTA PVC LOMBADA,75
00126,PAPEL CÓPIA,75
00127,PAPEL A4,75
00128,FICHA PAUTADA,75
00131,PASTA PLÁSTICA,75
00134,CANETAS MARCA-TEXTOS,75
00136,FITA ADESIVA MÁGICA,75
00137,PASTA SUSPENSA FORMULÁRIO CONTÍNUO,75
00138,CADERNO PAUTADO,75
00139,ETIQUETA GOMADA TRIPLA,75
