id,pdm,grupo
01214,PROTETOR AURICULAR,42
01232,ABSORVEDOR ENERGIA,42
01277,DIFUSOR,42
01278,SISTEMA COMBATE INCÊNDIO,42
01282,CHUVEIRO EMERGÊNCIA,42
01284,LAVA-OLHOS EMERGÊNCIA,42
01285,MANGUEIRA COMBATE INCÊNDIO,42
01288,CARRETEL MANGUEIRA INCÊNDIO,42
01300,ESQUICHO,42
01301,EXTINTOR INCÊNDIO,42
01302,AVENTAL DE SOLDADOR,42
01303,COLETE SEGURANÇA,42
01304,LENTE INDUSTRIAL / SEGURANÇA,42
01305,MANGA ISOLANTE,42
01306,RESPIRADOR,42
01312,EXTINTOR INCÊNDIO ÁGUA,42
01313,EXTINTOR INCÊNDIO PÓ QUÍMICO,42
01314,CÂMARA AVÍCOLA FUMIGAÇÃO,42
01315,ESCUDO ANTI-TUMULTO,42
01316,PROTETOR FACIAL,42
01362,BALDE COMBATE INCÊNDIO,42
01370,BARCO INFLÁVEL,42
01371,BOLSA TRANSPORTE LUVAS,42
01372,CAPACETE SEGURANÇA,42
01373,PERNEIRA,42
01377,ÓCULOS PROTEÇÃO,42
01661,ACESSÓRIO / PEÇA MERGULHO,42
02246,ALCA SALVAMENTO ( SLING ),42
02392,AMARRA CORRENTE ( EPI ),42
02484,ANCINHO DE BOMBEIRO,42
02635,"APARELHAGEM PARA DESCONTAMINACAO MECANICA, MONTADAEM VIATURA",42
02721,APARELHO DE MERGULHO,42
02740,MÁSCARA AUTÔNOMA,42
02741,APARELHO SALVAMENTO,42
03099,ASSENTO TÁTICO,42
03133,AUTOCLAVE DESCONTAMINAÇÃO,42
03134,PEÇAS / ACESSÓRIOS AUTOCLAVE,42
03153,AVENTAL,42
03155,AVENTAL DE SEGURANCA PARA SOLDAGEM,42
03156,AVENTAL SEGURANÇA USO FUNDIÇÃO,42
03259,BALSA PNEUMATICA,42
03331,BARCA INFLAVEL,42
03447,BATEDOR / ABAFADOR FOGO - COMBATE INCÊNDIO,42
03524,BICO ASPERSOR MANGUEIRA COMBATE A INCÊNDIO,42
03632,BLUSÃO RASPA DE COURO ( EPI ),42
03663,BOIA SALVA - VIDA,42
03664,BOIA SALVA - VIDAS INFLAVEL,42
03665,BOIA SALVA - VIDAS NAO INFLAVEL,42
03713,BOLSA SALVA - VIDA,42
03735,BOMBA COSTAL,42
03800,BONE - SALVAMENTO / SEGURANCA / USO DIVERSO,42
03839,BOTE ALUMÍNIO,42
03840,BOTE FIBRA VIDRO,42
03841,BOTE MADEIRA,42
03842,BOTE METALICO,42
03843,BOTE INFLÁVEL,42
03844,BOTE SALVA - VIDAS PNEUMATICO,42
03848,BOTINA SEGURANÇA,42
03967,BÚSSOLA SALVAMENTO,42
04046,CABO SEGURANÇA,42
04168,ABRIGO MANGUEIRA INCÊNDIO,42
04327,CAMARA DE ESPUMA DE COMBATE A INCENDIO,42
04421,CANHAO MONITOR AGUA - COMBATE A INCENDIO,42
04422,CANHAO MONITOR DE AGUA,42
04423,CANHAO MONITOR DE AGUA E ESPUMA,42
04452,CAPACETE MILITAR,42
04453,CAPACETE POLICIAL,42
04455,CAPACETE CONDUTOR MOTOCICLETA,42
04457,CAPACETE SEGURANCA - SOLDADOR,42
04506,CAPUZ USO SALVAMENTO E SEGURANÇA,42
04543,CARGA EXTINTOR INCÊNDIO,42
04599,CARRO COMBATE A INCÊNDIO,42
04712,CAVALETE CONTROLE TRÂNSITO,42
04714,CAVALETE E GRADE DE SEGURANCA,42
04749,CENTRAL DOSADORA DE ESPUMA DE COMBATE A INCENDIO,42
04795,CESTA DE TRANSPORTE DE PESSOAL DE SALVAMENTO E SEGURANCA,42
04801,CESTO SEGURANÇA INSPEÇÃO E MANUTENÇÃO,42
04978,CHUVEIRO E LAVA-OLHOS,42
05021,CINTO SEGURANÇA VEÍCULO AUTOMOTIVO,42
05022,CINTO SEGURANÇA,42
05029,CINTURÃO SEGURANÇA,42
05031,CINTURAO CADEIRA ( EPI ),42
05032,CINTURÃO PARA-QUEDISTA ( EPI ),42
05289,COBERTURA E PROTETOR ISOLANTE DE LINHAS E REDES,42
05350,COLETE SALVA-VIDAS,42
05351,COLETE SALVA - VIDAS NAO INFLAVEL,42
05602,CHAVE ENGATE MANGUEIRA,42
05623,CONEXÃO MANGUEIRA,42
05687,COMPONENTE RESPIRADOR SEGURANÇA,42
05739,CONJUNTO SEGURANÇA CONTRA QUEDA,42
05857,CORDA E FITA DE SEGURANCA,42
05897,CORREIA,42
06066,DERIVANTE MANGUEIRA INCÊNDIO,42
06103,DESLISADOR DE SEGURANCA ( GERONIMO ),42
06656,EQUIPAMENTO CORTE HIDRÁULICO,42
06751,ACESSÓRIO EQUIPAMENTO SEGURANÇA,42
06752,EQUIPAMENTO DE SOCORRO,42
06840,EQUIPAMENTO PORTATIL DE FUGA DE INCENDIO,42
06878,ESCADA FIBRA VIDRO,42
06883,ESCADA EXTENSÍVEL,42
06890,ESCADA PORTATIL DE COMBATE A INCENDIO,42
06894,ESCAFANDRO,42
06953,ESCUDO PARA SOLDADOR,42
07013,ESPELHO,42
07016,ESPERA / ANCORAGEM ( EPI ),42
07124,ESTERILIZADOR DE VESTUARIO,42
07184,ESTRIBO - SALVAMENTO,42
07257,EXTINTOR DE INCENDIO,42
07258,EXTINTOR DE INCENDIO EM ELETRICIDADE / ELETRONICA,42
07259,CARRINHO EXTINTOR DE INCÊNDIO,42
07260,EXTINTOR INCENDIO ESPUMA QUIMICA,42
07474,FILTRO DE MÁSCARA CONTRA GÁS,42
07495,FILTRO RESPIRADOR,42
07557,FITA ANTIDERRAPANTE,42
07671,FLUTUADOR DE USO PESSOAL,42
07834,FREIO PROFISSIONAL ( EPI ),42
08045,GRADE DE CONTROLE DE TRANSITO,42
08212,HIDRANTE,42
08580,KIT ELEVACAO - SALVAMENTO,42
08700,LANCHA INFLAVEL,42
08740,LAVA - FACE DE IMPREGNACAO E DESCONTAMINACAO,42
08773,LENCOL DE BORRACHA ISOLANTE DE REDE ELETRICA,42
08878,LIQUIDO GERADOR DE ESPUMA DE COMBATE A INCENDIO,42
08957,LUVA COURO - SALVAMENTO,42
08959,LUVA DE BORRACHA ISOLANTE,42
08964,LUVA DE POLIPROPILENO,42
08966,LUVA DE SEGURANCA DE AMIANTO,42
08967,LUVA DE SEGURANCA DE TECIDO VINILIZADO,42
08968,LUVA DE SEGURANCA EM MALHA DE ACO,42
08969,LUVA DE SEGURANCA EM PELICA,42
08970,LUVA DE SEGURANCA EM SUEDINE,42
08971,LUVA DE SEGURANCA HEXANOL,42
08972,LUVA DE SEGURANCA IMPERMEAVEL,42
08975,LUVA INDUSTRIAL TIPO RASPA DE COURO,42
08979,LUVA SEGURANÇA - VAQUETA,42
08981,LUZ DE COLETE SALVA - VIDAS,42
09003,MACHADO DE BOMBEIRO,42
09096,MANGUEIRA DE COMBATE A INCENDIO,42
09117,MANTA ANTIFOGO,42
09403,MASCARA APICOLA,42
09404,MÁSCARA CONTRA GASES,42
09408,MÁSCARA MERGULHADOR,42
09409,MÁSCARA SOLDADOR,42
09410,MÁSCARA DESCARTÁVEL USO GERAL,42
09411,MASCARA PANORAMICA,42
09455,MATERIAL DE SOBREVIVENCIA,42
09456,MATERIAL DE SOCORRO,42
09801,MITENE TIPO SEGURANCA ( LUVA ),42
10145,OCULOS - VISAO NOTURNA,42
10146,OCULOS INDUSTRIAL,42
10147,OCULOS PROTECAO - LASER,42
10215,OMBREIRA,42
10415,PÁRA - QUEDAS DE USO INDIVIDUAL,42
10537,PEÇA REPOSIÇÃO EXTINTOR INCÊNDIO,42
10678,PERNEIRA TIPO SEGURANCA,42
10797,PISTOLA PARA PO QUIMICO SECO,42
10937,PO QUIMICO DE COMBATE A INCENDIO,42
10941,POLAINA DE SEGURANÇA EM VAQUETA,42
11068,PORTA CORTA-FOGO / DAMPERS / ACESSÓRIOS,42
11277,PROPORCIONADOR / EDUTOR DE ESPUMA - COMBATE A INCENDIO,42
11283,CORDA SALVAMENTO,42
11311,PROTETOR DE EXTINTOR DE INCENDIO,42
11374,QUEIMADOR PINGA-FOGO,42
11457,REBOQUE DE COMBATE A INCENDIO,42
11506,REDE DE SALVAMENTO FLUTUANTE,42
11507,REDE DE SALVAMENTO NAO FLUTUANTE,42
11697,COROA MÁSCARA SOLDADOR,42
11698,RESPIRADOR PARA JATEAMENTO DE AREIA,42
11701,AMBU,42
11849,ROUPA MERGULHADOR,42
11850,ROUPA IMPERMEAVEL,42
11931,SALVA - VIDAS INFLAVEL INDIVIDUAL,42
12101,SISTEMA ( EQUIPAMENTO / SOFTWARE ) TRAFEGO AEREO,42
12112,SISTEMA DE COMBATE A INCENDIO,42
12141,SISTEMA FIXO DE COMBATE A INCÊNDIO A CO2,42
12142,SISTEMA FIXO DE COMBATE A INCENDIO A ESPUMA,42
12143,SISTEMA FIXO DE COMBATE A INCENDIO A PO QUIMICO,42
12170,SOBREBOTA DE SALVAMENTO E SEGURANCA,42
12386,CINTA FIXAÇÃO EXTINTOR INCÊNDIO,42
12486,TALABARTE DE SALVAMENTO E SEGURANCA,42
12857,TRAJE DE SEGURANCA,42
12944,TRAVA QUEDA ( EPI ),42
13402,VESTUARIO ANTI - CHAMA,42
13404,VESTUÁRIO COMBATE A INCÊNDIO,42
13439,VIGA SUSTENTACAO ( EPI ),42
13454,VISEIRA DE SOLDADOR,42
13540,CAMARA DE FUMIGACAO,42
13637,PEÇAS/EQUIPAMENTOS COMBATE A INCÊNCIO,42
13711,MÁSCARA MULTIUSO,42
13722,LUVA SEGURANÇA,42
14010,ÁGUA PRESSURIZADA,42
14100,EXTINTOR INCÊNDIO VEÍCULO AUTOMOTIVO,42
14270,BLOCANTE SEGURANÇA,42
14320,GERADOR ACETILENO,42
14321,ILUMINADOR ACETILENO,42
14323,BICO ACETILENO,42
14333,ABAFADOR RUÍDO AURICULAR,42
14359,LANTERNA DE CABEÇA/CAPACETE,42
14396,ÓCULOS NATAÇÃO,42
