id,pdm
00013,ÁCIDO BENZÓICO
00045,ÁCIDO BÓRICO
00085,ACETATO DE ETILA
00265,ACETATO DE SÓDIO
00364,PARATIONA METÍLICA
00366,HALOSULFUROM
00474,LUMINOL
00475,MERCAPTOETANOL
00709,ÁCIDO ACÉTICO
00711,ÁCIDO FÓRMICO
00712,ÁCIDO FLUORÍDRICO
00713,ÁCIDO NÍTRICO
00714,AMILORIDA
00716,NITROBENZILDENAMINO
00717,CARBONATO DE CÁLCIO
00719,ÁLCOOL BENZÍLICO
00720,DISSULFETO DE DIETILA
00721,CLORETO DE ANTIMÔNIO
00722,CORANTE
00723,EPINASTINA
00724,ÁCIDO CAPRÍLICO
00725,CICLOFOSFAMIDA
00726,CÚRCUMA
00727,MISTURA URUCUM E CÚRCUMA
00728,URUCUM
00729,CLOXACILINA
00730,ÁCIDO ANTRANÍLICO
00731,FENAZINA
00732,HIDROXILAMINA
00733,ACETATO DE LÍTIO
00734,CARTAPE
00735,RITONAVIR
00736,ÍNDIO
00737,IRÍDIO
00738,GÁLIO
00739,NITRATO DE PRATA SOLUÇÃO (VER CLASSE 6810)
00740,RUTINA
00741,CLORPROMAZINA
00742,SULFITO DE SÓDIO
00743,METAMITRONA
00744,ÓXIDO DE TÁLIO
00773,CLORETO DE FERRO
00774,COBALTO
00775,ENXOFRE
00776,FENOL
00777,FLUOROANILINA
00778,IODOANILINA
00779,IODOFENOL
00780,FLUORETO DE 4-(2-AMINOETIL)BENZENOSULFONILA
00782,GLICEROL
00786,"HIDROQUINONA (BENZENO-1,4-DIOL)"
00787,HIDRÓXIDO DE POTÁSSIO
00788,ÁCIDO CLORÍDRICO
00790,HIPOCLORITO DE SÓDIO
00791,MERCÚRIO
00792,ÓXIDO DE ÓSMIO
00794,NITRATO DE POTÁSSIO
00795,PROPANO
00796,PARAFINA
00797,SULFATO DE ALUMÍNIO DILUÍDO
00798,TEREBENTINA
00799,URÉIA
00800,METACRILOILA
00802,TÁLIO
00809,CROMO
00848,ACETONA
00873,OXAZOLIDINONA
00875,ÉTER DIETÍLICO DILUÍDO
00876,CLORITO DE SÓDIO
00877,POTÁSSIO METÁLICO
00902,CLORETO DE IODO
00943,ESTEARATO DE SÓDIO
01231,DIETILENOTRIAMINA (DETA)
01238,FUCOSE
01250,TETRAFLUORBORATO DE TETRAMIBICOBRE I
01251,METAMIDOFÓS
01498,N-(2-HIDROXIETIL)ETILENODIAMINOTRIACÉTICO
01555,ANIDRIDO MALEICO
01589,ITÉRBIO
01604,HEXADECANO
01608,CLORETO DE METILTIONÍNIO
01613,"ÁCIDO MESO-2,3-DIMERCAPTOSUCCÍNICO (DMSA)"
01614,NITRATO DE PALÁDIO II
01616,ÁLCOOL DODECÍLICO (LAURÍLICO)
01618,PÚRPURA DE FTALEÍNA
01619,ESTIRENO
01620,METACRILATO
01623,SORBITOL
01624,SALICILALDEÍDO
01625,BUTIRALDEÍDO
01626,PROPIONALDEÍDO
