id,pdm,grupo
00348,CIMETIDINA,65
00349,AMPICILINA,65
00350,ALBENDAZOL,65
00351,AMINOFILINA,65
00352,BUTOCONAZOL,65
00353,ÁCIDO ACETILSALICÍLICO,65
00354,ÁCIDO FÓLICO,65
00355,ATROPINA SULFATO,65
00356,BENZOATO DE BENZILA,65
00357,PENICILINA G BENZATINA,65
00358,VILDAGLIPTINA,65
00359,ZANAMIVIR,65
00360,OXACILINA,65
00361,MEDROXIPROGESTERONA ACETATO,65
00362,HIDROMORFONA,65
00363,ACICLOVIR,65
00365,BENZILPENICILINA,65
00370,ALGODÃO HIDRÓFILO,65
00371,ATADURA ALGODÃO,65
00372,CHUMAÇO GAZE,65
00373,COMPRESSA GAZE,65
00374,GAZE TIPO QUEIJO,65
00375,PROTETOR SOLAR,65
00377,ALAVANCA ODONTOLÓGICA,65
00378,AMALGAMADOR,65
00379,ESTETOSCÓPIO,65
00380,SERINGA DESCARTÁVEL,65
00381,CADEIRA RODA,65
00382,ESPÁTULA USO MÉDICO,65
00383,ATADURA TUBULAR,65
00384,CUBA,65
00385,ADESIVO ODONTOLÓGICO,65
00386,AFASTADOR ODONTOLÓGICO,65
00387,AGULHA HIPODERMICA,65
00388,AGULHA ODONTOLÓGICA,65
00389,AGULHA PERIDURAL,65
00390,AGULHA RAQUI,65
00391,AGULHA LOCALIZAÇÃO NÓDULO,65
00392,ALGODÃO ORTOPÉDICO,65
00393,ATADURA GESSADA,65
00394,BANDEJA,65
00395,BISTURI DESCARTÁVEL,65
00396,ESPARADRAPOS,65
00397,FITA ADESIVA MICROPORO,65
00399,ATADURA GESSO SINTÉTICO,65
00400,COMPRESSA GAZE ESTÉRIL,65
00401,MALHA TUBULAR ORTOPÉDICA,65
00402,TIRA REAGENTE,65
00403,FIO SUTURA CATGUT,65
00404,FIO SUTURA COM AGULHA,65
00405,APARELHO PRESSÃO ARTERIAL,65
00406,AVENTAL HOSPITALAR,65
00407,FILME PARA RAIOS-X,65
00408,FLÚOR,65
00409,BROCA ODONTOLÓGICA,65
00410,BANQUETA HOSPITALAR,65
00418,APARELHO RAIO INFRAVERMELHO,65
00420,MARTELO USO ODONTOLÓGICO,65
00421,LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO,65
00422,MACA,65
00423,ANDADOR ORTOPÉDICO,65
00424,MANTA TÉRMICA,65
00425,APARELHO ONDAS CURTAS,65
00426,AUTOCLAVE PORTÁTIL,65
00427,AVENTAL DESCARTÁVEL USO HOSPITALAR,65
00428,FITA ADESIVA CREPE USO HOSPITALAR,65
00429,GORRO HOSPITALAR,65
00430,LAMPARINA USO ODONTOLÓGICO,65
00431,LUVA CIRÚRGICA,65
00432,LUVA DESCARTÁVEL,65
00433,MÁSCARA CIRÚRGICA,65
00434,OFTALMOSCÓPIO,65
00435,TESOURA USO ODONTOLÓGICO,65
00436,MOLDEIRA ODONTOLÓGICA,65
00437,TOUCA HOSPITALAR,65
00438,BANDAGEM ELÁSTICA,65
00439,FITA HIPOALERGÊNICA,65
00440,ALICATE APARAR UNHA DE CÃO,65
00441,BALANÇA USO HOSPITALAR,65
00442,INCUBADORA HOSPITALAR,65
00443,CURATIVO ANTISSÉPTICO,65
00444,CURATIVO HIDROCOLÓIDE,65
00445,TERAPIA DE PRESSÃO NEGATIVA P/ FERIDAS,65
00446,CURATIVO.,65
00447,CARRO TRANSPORTE ROUPAS,65
00448,CARRO TÉRMICO PARA REFEIÇÃO USO HOSPITALAR,65
00449,CARRO TRANSPORTE MATERIAIS,65
00450,APARELHO FOTOTERAPIA,65
00451,BALDE AÇO INOXIDÁVEL( VER LIXEIRA),65
00452,BALANÇA PEDIÁTRICA,65
00453,BERÇO CESTO REMOVÍVEL,65
00454,BERÇO,65
00455,BOMBA SUCÇÃO ODONTOLÓGICA,65
00458,ABAIXADOR LÍNGUA,65
00459,BALÃO,65
00460,PERÓXIDO DE HIDROGÊNIO (ÁGUA OXIGENADA),65
00461,ALLMOTOLIA,65
00462,AUTOCLAVE,65
00463,CILINDRO GÁS OXIGÊNIO MEDICINAL(VER CILINDRO GÁS),65
00464,LUMINÁRIA SALA CIRURGIA,65
00465,SUPORTE PARA ENVELOPE USO AUTOCLAVE,65
00467,ASPIRADOR SECREÇÕES,65
00468,CAMPO OPERATÓRIO,65
00498,MESA CIRÚRGICA,65
00525,LENTE USO OFTALMOLÓGICO,65
00531,ARMAÇÃO DE ÓCULOS,65
00532,OXÍMETRO,65
00533,OXÍMETRO PORTÁTIL,65
00534,MULETA CANADENSE,65
00535,MESA GINECOLÓGICA,65
00539,COLUNA OFTAMOLÓGICA PANTOGRÁFICA,65
00540,CADEIRA OFTALMOLÓGICA,65
00542,RETINOSCÓPIO,65
00543,PROJETOR OPTÓTIPOS,65
00561,CAIXA DE PROVAS / LENTES,65
00571,LIXA ODONTOLÓGICA,65
00572,SERINGA TRÍPLICE,65
00573,PEÇA RETA USO ODONTOLÓGICO,65
00574,CONTRA-ÂNGULO USO ODONTOLÓGICO,65
00575,MICROMOTOR ODONTOLÓGICO,65
00576,CANETA ODONTOLÓGICA,65
00849,CONJUNTO OXIGÊNIO MEDICINAL,65
00874,ÁGUA,65
01067,ESTERILIZADOR,65
01204,AUDIÔMETRO,65
01224,ABRIDOR BOCA,65
01227,ABRIDOR GESSO,65
01233,ACESSÓRIOS MOLDAGEM,65
01248,BENCICLANO,65
01249,BICARBONATO DE SÓDIO,65
01252,BENZNIDAZOL,65
01253,BETAMETASONA,65
01254,BEZAFIBRATO,65
01255,PRÓTESE OMBRO,65
01256,PRÓTESE THOMPSON,65
01257,PRÓTESE NASAL,65
01258,SONDA,65
01260,PRÓTESE COTOVELO TOTAL,65
01267,EXTRATO DE PRÓPOLIS,65
01268,PRESERVATIVO MASCULINO,65
01276,IODOFÓRMIO,65
01289,SORO,65
