id,pdm
00348,CIMETIDINA
00349,AMPICILINA
00350,ALBENDAZOL
00351,AMINOFILINA
00352,BUTOCONAZOL
00353,ÁCIDO ACETILSALICÍLICO
00354,ÁCIDO FÓLICO
00355,ATROPINA SULFATO
00356,BENZOATO DE BENZILA
00357,PENICILINA G BENZATINA
00358,VILDAGLIPTINA
00359,ZANAMIVIR
00360,OXACILINA
00361,MEDROXIPROGESTERONA ACETATO
00362,HIDROMORFONA
00363,ACICLOVIR
00365,BENZILPENICILINA
00370,ALGODÃO HIDRÓFILO
00371,ATADURA ALGODÃO
00372,CHUMAÇO GAZE
00373,COMPRESSA GAZE
00374,GAZE TIPO QUEIJO
00375,PROTETOR SOLAR
00377,ALAVANCA ODONTOLÓGICA
00378,AMALGAMADOR
00379,ESTETOSCÓPIO
00380,SERINGA DESCARTÁVEL
00381,CADEIRA RODA
00382,ESPÁTULA USO MÉDICO
00383,ATADURA TUBULAR
00384,CUBA
00385,ADESIVO ODONTOLÓGICO
00386,AFASTADOR ODONTOLÓGICO
00387,AGULHA HIPODERMICA
00388,AGULHA ODONTOLÓGICA
00389,AGULHA PERIDURAL
00390,AGULHA RAQUI
00391,AGULHA LOCALIZAÇÃO NÓDULO
00392,ALGODÃO ORTOPÉDICO
00393,ATADURA GESSADA
00394,BANDEJA
00395,BISTURI DESCARTÁVEL
00396,ESPARADRAPOS
00397,FITA ADESIVA MICROPORO
00399,ATADURA GESSO SINTÉTICO
00400,COMPRESSA GAZE ESTÉRIL
00401,MALHA TUBULAR ORTOPÉDICA
00402,TIRA REAGENTE
00403,FIO SUTURA CATGUT
00404,FIO SUTURA COM AGULHA
00405,APARELHO PRESSÃO ARTERIAL
00406,AVENTAL HOSPITALAR
00407,FILME PARA RAIOS-X
00408,FLÚOR
00409,BROCA ODONTOLÓGICA
00410,BANQUETA HOSPITALAR
00418,APARELHO RAIO INFRAVERMELHO
00420,MARTELO USO ODONTOLÓGICO
00421,LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO
00422,MACA
00423,ANDADOR ORTOPÉDICO
00424,MANTA TÉRMICA
00425,APARELHO ONDAS CURTAS
00426,AUTOCLAVE PORTÁTIL
00427,AVENTAL DESCARTÁVEL USO HOSPITALAR
00428,FITA ADESIVA CREPE USO HOSPITALAR
00429,GORRO HOSPITALAR
00430,LAMPARINA USO ODONTOLÓGICO
00431,LUVA CIRÚRGICA
00432,LUVA DESCARTÁVEL
00433,MÁSCARA CIRÚRGICA
00434,OFTALMOSCÓPIO
00435,TESOURA USO ODONTOLÓGICO
00436,MOLDEIRA ODONTOLÓGICA
00437,TOUCA HOSPITALAR
00438,BANDAGEM ELÁSTICA
00439,FITA HIPOALERGÊNICA
00440,ALICATE APARAR UNHA DE CÃO
00441,BALANÇA USO HOSPITALAR
00442,INCUBADORA HOSPITALAR
00443,CURATIVO ANTISSÉPTICO
00444,CURATIVO HIDROCOLÓIDE
00445,TERAPIA DE PRESSÃO NEGATIVA P/ FERIDAS
00446,CURATIVO.
00447,CARRO TRANSPORTE ROUPAS
00448,CARRO TÉRMICO PARA REFEIÇÃO USO HOSPITALAR
00449,CARRO TRANSPORTE MATERIAIS
00450,APARELHO FOTOTERAPIA
00451,BALDE AÇO INOXIDÁVEL( VER LIXEIRA)
00452,BALANÇA PEDIÁTRICA
00453,BERÇO CESTO REMOVÍVEL
00454,BERÇO
00455,BOMBA SUCÇÃO ODONTOLÓGICA
00458,ABAIXADOR LÍNGUA
00459,BALÃO
00460,PERÓXIDO DE HIDROGÊNIO (ÁGUA OXIGENADA)
00461,ALLMOTOLIA
00462,AUTOCLAVE
00463,CILINDRO GÁS OXIGÊNIO MEDICINAL(VER CILINDRO GÁS)
00464,LUMINÁRIA SALA CIRURGIA
00465,SUPORTE PARA ENVELOPE USO AUTOCLAVE
00467,ASPIRADOR SECREÇÕES
00468,CAMPO OPERATÓRIO
00498,MESA CIRÚRGICA
00525,LENTE USO OFTALMOLÓGICO
00531,ARMAÇÃO DE ÓCULOS
00532,OXÍMETRO
00533,OXÍMETRO PORTÁTIL
00534,MULETA CANADENSE
00535,MESA GINECOLÓGICA
00539,COLUNA OFTAMOLÓGICA PANTOGRÁFICA
00540,CADEIRA OFTALMOLÓGICA
00542,RETINOSCÓPIO
00543,PROJETOR OPTÓTIPOS
00561,CAIXA DE PROVAS / LENTES
00571,LIXA ODONTOLÓGICA
00572,SERINGA TRÍPLICE
00573,PEÇA RETA USO ODONTOLÓGICO
00574,CONTRA-ÂNGULO USO ODONTOLÓGICO
00575,MICROMOTOR ODONTOLÓGICO
00576,CANETA ODONTOLÓGICA
00849,CONJUNTO OXIGÊNIO MEDICINAL
00874,ÁGUA
01067,ESTERILIZADOR
01204,AUDIÔMETRO
01224,ABRIDOR BOCA
01227,ABRIDOR GESSO
01233,ACESSÓRIOS MOLDAGEM
01248,BENCICLANO
01249,BICARBONATO DE SÓDIO
01252,BENZNIDAZOL
01253,BETAMETASONA
01254,BEZAFIBRATO
01255,PRÓTESE OMBRO
01256,PRÓTESE THOMPSON
01257,PRÓTESE NASAL
01258,SONDA
01260,PRÓTESE COTOVELO TOTAL
01267,EXTRATO DE PRÓPOLIS
01268,PRESERVATIVO MASCULINO
01276,IODOFÓRMIO
01289,SORO
01295,APARELHO ULTRA-SONOGRAFIA
01296,SONDA ODONTOLÓGICA
01297,SONDA USO OFTALMOLÓGICO
01318,ÓRTESE AUDITIVA
01319,ARCO ORTODÔNTICO
01320,ARCO ORTODÔNTICO INTRAORAL
01321,BRÁQUETE
01322,ACESSÓRIO ORTODÔNTICO
01323,COMPONENTE ARCO ORTODÔNTICO EXTRABUCAL
01324,DISTALIZADOR MOLAR OCLUSAL E CERVICAL
01325,EXPANSOR ORTODÔNTICO
01326,ELÁSTICO CERVICAL ORTODÔNTICO
01327,LIGADURA ELÁSTICA ORTODÔNTICA
01328,ELÁSTICO ORTODÔNTICO
01329,GANCHO ORTODÔNTICO
01330,MOLA ORTODÔNTICA
01331,TUBO ORTODÔNTICO
01383,CIPROFIBRATO
01385,SILIMARINA
01392,GOLIMUMABE
01394,ALMOFADA ORTODÔNTICA
01396,ARCO ORTODÔNTICO EXTRABUCAL
01397,EMBALAGEM ORTODONTIA
01398,CAIXA BANDAS ORTODÔNTICOS
01399,CAIXA BRÁQUETES ORTODÔNTICOS
01401,RISCADOR BANDAS ORTODÔNTICAS
01458,AMALGAMADOR ELÉTRICO
01459,BIOMBOS
01467,TALA ELÁSTICA ORTODÔNTICA
01468,TRACIONADOR ORTODÔNTICO COM SEGURANÇA
01474,BETANECOL
01503,SELEGILINA CLORIDRATO
01504,POLIVITAMINAS E SAIS MINERAIS
01600,LEVOMEFOLATO DE CÁLCIO
01601,ABACAVIR SULFATO
01605,ABATACEPTE
01606,LINHA DE PRESSÃO
01607,MELOXICAM
01612,RIVAROXABANA
01615,ACARBOSE
01617,BENDAMUSTINA
01621,CIPROEPTADINA CLORIDRATO
01622,ACECLOFENACO
01631,COLECALCIFEROL
01647,SOLIFENACINA
01648,LORNOXICAM
01649,SOLUÇÃO PARA CRIOPRESERVAÇÃO
01650,DENOSUMABE
01651,LEVOCETIRIZINA
01652,LINAGLIPTINA
01653,PRASUGREL CLORIDRATO
01659,ÉCRAN
01662,PEÇA/ACESSÓRIO PROCESSAMENTO IMAGEM RADIOLÓGICA
01726,LISDEXANFETAMINA DIMESILATO
01729,ALISQUIRENO HEMIFUMARATO
01730,ACETATO DE SÓDIO
01731,ACETATO DE ZINCO
01733,ACETATO DE CÁLCIO
01737,OLOPATADINA CLORIDRATO
01738,CLORETO FÉRRICO
01739,BETAMETASONA ACETATO + BETAMETASONA FOSFATO
01742,METOXISALENO
01744,CASPOFUNGINA ACETATO
01747,CIPROTERONA ACETATO
01751,CLOSTEBOL ACETATO
01767,FLUDROCORTISONA ACETATO
01769,ALFALGLICOSIDASE
01775,TICAGRELOR
01779,HIDROXOCOBALAMINA CLORIDRATO
01782,LEUPRORRELINA ACETATO
01786,APREPITANTO
01787,MEGESTROL ACETATO
01795,IVERMECTINA
01800,ACETATO DE POTÁSSIO
01802,QUELATO DE ZINCO
01810,RASBURICASE
01815,RACEALFATOCOFEROL
01820,ACETAZOLAMIDA
01824,ACETILCISTEÍNA
01838,ALGESTONA ACETONIDA
01841,FLUOCINOLONA ACETONIDA
01851,QUERATINA
01852,QUELATO DE COBRE
01869,ÁCIDO AMINOCAPRÓICO
01872,ÁCIDO ASCÓRBICO
01874,ÁCIDO AZELÁICO
01894,CARFILZOMIB
01913,FENOL
01915,CAPREOMICINA
01916,ÁCIDO PARAMINOSSALICÍLICO
01927,DAPTOMICINA
01930,FOLINATO DE CÁLCIO
01934,ÁCIDO FOSFÓRICO
01938,ÁCIDO FUSÍDICO
01960,RANELATO DE ESTRÔNCIO
01972,EVEROLIMO
02000,ÁCIDO MEFENÂMICO
02006,ÁCIDO MUCOPOLISSACÁRIDO-POLISSULFÚRICO
02008,ÁCIDO NALIDÍXICO
02010,ÁCIDO NICOTÍNICO
02023,REDUTOR / ELEVADOR PH
02025,ÁCIDO SALICÍLICO
02031,DARATUMUMABE
02032,ÁCIDO TRANEXÂMICO
02034,VIMPOCETINA
02035,ÁCIDO URSODESOXICÓLICO
02036,ÁCIDO VALPRÓICO
02048,PEÇA / ACESSÓRIO / COMPONENTE - SISTEMA CPAP
02056,ACRÍLICO AUTOPOLIMERIZÁVEL
02057,ACTINOMICINA
02072,TOSADOR USO VETERINÁRIO
02073,ADAPTADOR
02074,ADAPTADOR BROCA ODONTOLÓGICA
02075,ACESSÓRIO PARA RADIOLOGIA
02097,CONECTOR P/ SONDA GASTROSTOMIA
02098,LENTE INTRAOCULAR
02100,ADENOSINA
02101,PEÇA EQUIPAMENTO CIRÚRGICO
02103,ADESIVO CIRÚRGICO
02108,CADEIRA ODONTOLÓGICA
02109,ACESSÓRIOS - USO ODONTOLÓGICO
02110,HIPOSSULFITO DE SÓDIO
02118,NIMOTUZUMABE
02120,ALFAGALSIDASE
02128,AEROMETRO - USO MEDICO
02129,AEROMETRO DE BAUME
02130,AEROMETRO PARA ACIDO SULFURICO
02135,AEROMETRO PARA SALMOURA
02138,AFASTADOR CIRÚRGICO
02139,PUPILÔMETRO
02146,ÁGAR
02147,ERLOSAMIDA
02148,DINOPROSTONA
02149,BETACAROTENO
02150,PEGASPARGASE
02153,AGENTE EMBÓLICO
02158,ÁGUA BORICADA
02161,ÁGUA DESIONIZADA
02162,ÁGUA DESTILADA
02169,AGULHA DE FÍSTULA
02170,AGULHA ACUPUNTURA
02171,AGULHA HIPODÉRMICA
02173,CURATIVO
02174,AGULHA MONOPOLAR
02175,AGULHA DE BIÓPSIA
02176,AGULHA COLETA SANGUE À VÁCUO
02178,AGULHA ANESTÉSICA
02179,AGULHA BIOPSIA
02182,EQUIPO ESPECIAL
02185,POLIETILENOGLICOL
02186,CONJUNTO PROCEDIMENTO MÉDICO
02191,AGULHA DE VERESS
02192,AGULHA DESCARTÁVEL
02193,AGULHA ESPECIAL - ANESTESIA EPIDURAL
02196,AGULHA PARA ARTERIOGRAFIA
02199,AGULHA PARA LIGADURA
02200,AGULHA PARA PUNCAO
02201,AGULHA PLASTICA - PLUG ADAPTADOR
02202,AGULHA RIVERDIN
02203,AGULHA SUTURA
02205,TELA CIRÚRGICA
02209,BETAGALSIDASE
02211,APARELHO ORTODÔNTICO
02212,ALARGADOR CC - USO ODONTOLOGICO
02213,ALARGADOR DE KERR - USO ODONTOLOGICO
02216,ALARGADOR PARA CANAL - USO ODONTOLOGICO
02224,ALARME
02227,ALARME SONORO RESPIRADOR
02229,ALAVANCA CIRÚRGICA
02230,FONTE OFTALMOLÓGICA
02232,ALAVANCA EXTRAIR PARAFUSO - USO MEDICO
02235,PERIÓTOMO - USO ODONTOLÓGICO
02236,ALAVANCA TENAX - USO ODONTOLOGICO
02238,ÁLCOOL ISOPROPÍLICO
02239,ALBUMINA HUMANA
02241,ALCA - POLIPECTOMIA
02244,ALCA DE SUSTENTACAO DE SORO
02245,ALCA PLATINA - USO MEDICO
02252,ÁLCOOL POLIVINÍLICO
02259,ÁLCOOL ETÍLICO
02272,FOSAPREPITANTO DIMEGLUMINA
02273,ALENDRONATO DE SÓDIO
02275,ALFACALCIDOL
02277,ALFENTANILA CLORIDRATO
02278,ALFINETE
02283,ALGALIA PARA SONDAGEM USO MEDICO
02284,ALGALIA SONDAGEM - USO MEDICO
02288,ALGINATO
02290,ALGODAO CARDADO
02291,ALGODAO CIRURGICO
02297,ALGODAO HIDROFOBO
02301,ALICATE - USO HOSPITALAR
02302,ALICATE
02303,ALICATE ORTODÔNTICO
02317,ALICATE ORDENHA DE TUBOS COLETA SANGUE/DERIVADOS
02340,ALMITRINA BISMESILATO
02343,ALMOFADA
02360,ALOPURINOL
02362,ALPRAZOLAM
02363,ALPROSTADIL
02365,ALTEPLASE
02379,AMÁLGAMA
02380,ALVEOLÓTOMO
02388,AMÁLGAMA
02405,AMISSULPRIDA
02406,LAPATINIBE
02408,HETAMIDO
02409,AMIGDALÓTOMO
02410,AMILOCAINA + FRAMICETINA + GRAMICIDINA
02411,ANLODIPINO BESILATO
02414,AMNIÓTOMO
02417,AMINOBENZOATO DE POTÁSSIO
02418,AMINOÁCIDOS
02419,AMINOLEVULINATO DE METILA
02420,AMIODARONA
02421,AMITRIPTILINA
02422,AMNIÓTOMO
02428,AMOROLFINA
02436,AMOXICILINA
02444,AMPLIFICADOR ABREUGRAFIA
02445,AMPLIFICADOR CARDIACO
02455,SUPORTE PARA SORO
02456,AMPLIFICADOR HOSPITALAR
02462,AMPRENAVIR
02463,SAXAGLIPTINA
02480,ANALISADOR CONCENTRAÇÃO OXIGÊNIO
02482,ANASTROZOL
02487,ANEL ANEURISMA
02488,ANEL ANULOPLASTIA
02490,ANEL DE CARPENTIER - USO CIRURGICO
02491,ANEL DE COBRE
02495,ANEL DE FUNDIÇÃO
02507,CONDICIONADOR DENTAL
02509,ANEL USO CIRURGICO
02514,ANESTÉSICO ODONTOLÓGICO
02515,CETRIMIDA
02516,XYLOCAÍNA
02517,ANFOTERICINA B
02554,ECULIZUMABE
02556,DEXTROCETAMINA CLORIDRATO
02558,PINEROXINA SÓDICA
02559,ALFATIROTROPINA
02560,LIXISENATIDA
02561,ANTI-SÉPTICO
02562,TRIANCINOLONA
02563,ALGINATO DE SÓDIO
02564,FIDAXOMICINA
02565,MACITENTANO
02566,METRELEPTINA
02567,DEGARELIX
02568,CANAGLIFLOZINA
