id,pdm
02046,ACIONAMENTO ELETRICO - TORNEIRA / CHUVEIRO
02322,ALIMENTADOR DE FORNALHA AUTOMÁTICO
02806,APARELHO NAO AUTOMATICO DE DEPOSITO / DISTRIBUICAO DE SABONETE
02825,BOLSA LIGAÇÃO
02827,APARELHO PARA DEPOSITO / DISTRIBUICAO DE TOALHA DE PAPEL
02914,AQUECEDOR A COMBUSTIVEL SOLIDO
02916,AQUECEDOR DE AGUA A COMBUSTIVEL LIQUIDO
02917,AQUECEDOR DE AGUA A COMBUSTIVEL SOLIDO
02918,AQUECEDOR DE AGUA A GAS
02919,AQUECEDOR DE AGUA ATE 100 GALOES DE CAPACIDADE DE RECUPERACAO
02921,AQUECEDOR DE ÁGUA ELÉTRICO
02922,AQUECEDOR DE AR A GÁS - PEÇAS / ACESSÓRIOS
02930,AQUECEDOR DE AMBIENTE
02931,AQUECEDOR ELÉTRICO DE AR
02933,AQUECEDOR ELETROTÉRMICO INDUTIVO
02935,AQUECEDOR NAO ELETRICO DE AMBIENTE
03316,CESTA VÁLVULA ESCOAMENTO
03317,BANHEIRA DE FIBRA DE VIDRO DE USO DOMESTICO
03318,BANHEIRA DE PVC DE USO DOMESTICO
03319,BANHEIRA
03654,BÓIA CAIXA D'ÁGUA
03666,BOILER
03706,TELA ODORIZANTE
03714,ESPUDE VASO SANITÁRIO
03828,BOTÃO ACIONAMENTO CAIXA DESCARGA
03856,BRAÇO ARTICULADO
04001,CABINE SANITARIA PORTATIL
04109,CAIXA / COMPONENTES - CAIXA SANITÁRIA
04114,COMPACTADOR RESÍDUO
04121,CAIXA DE ACO PARA LIXO
04122,CAIXA DE ACO PARA LIXO - COM RODIZIO
04135,CAIXA DE GORDURA EM PVC
04156,CAIXA GORDURA
04157,CAIXA INSPEÇÃO
04171,CAIXA PROTETORA HIDRÔMETRO
04223,CALDEIRA GERADORA VAPOR
04224,CALDEIRA A VAPOR ATE 2.2 KGF/CM2 DE PRESSAO
04429,CANOPLA
04533,CARCAÇA BEBEDOURO
04868,CHAVE APLICADORA
04976,CHUVEIRO ELÉTRICO
04977,CHUVEIRO NÃO ELÉTRICO
05353,COLETOR DE LIXO - ARTICULADO - COM CABO
05385,COMPACTADOR ELETRICO DE LIXO
05669,CONJUNTO PARA HIDRÔMETRO
05748,CONJUNTO FIXAÇÃO LAVATÓRIO / SANITÁRIO
05996,CUBA DE ACO INOXIDAVEL PARA PIA
05997,CUBA DE AGATA PARA PIA
05998,CUBA DE CIMENTO PARA PIA
05999,CUBA DE LOUCA PARA PIA
06000,CUBA DE MARMORE PARA PIA
06001,CUBA DE PVC PARA PIA
06002,CUBA
06063,DEPOSITO DE LIXO
06090,DESENTUPIDOR PIA
06092,DESENTUPIDOR VASO SANITÁRIO
06157,DIAFRAGMA CHUVEIRO
06158,DIAFRAGMA VÁLVULA DESCARGA
06410,DUCHA HIGIÊNICA
06419,EBULIDOR
07146,ESTIRANTE DE VASO SANITARIO
07755,FORNO AQUECEDOR DE AR COM TUBULACAO
07756,FORNO AQUECEDOR DE AR SEM TUBULACAO
07800,FOSSA SEPTICA
08226,HIDROMETRO - ELIMINADOR AR
08735,LATRINA PORTATIL
08747,LAVATÓRIO
08927,LOUCA SANITARIA
09686,METAL SANITARIO
09760,MICTORIO DE ACO
09761,MICTÓRIO
10697,PIA
10778,PISCINA
11049,PORTA-PAPEL HIGIÊNICO
11056,PORTA-TOALHA DE TECIDO
11057,PORTA-TOALHA
11371,QUEIMADOR DE COMBUSTIVEL
11372,QUEIMADOR DE GÁS
11373,QUEIMADOR DE OLEO
11383,ENGATE HIDRÁULICO
11649,REPARO VÁLVULA HIDRÁULICA
11872,SABONETEIRA
12056,SIFÃO
12513,TAMPA CAIXA DE INSPEÇÃO
12514,TAMPA VASO SANITÁRIO
12533,TANQUE DE AGUA DOMESTICO ATE 400 LITROS
12535,TANQUE DE CIMENTO PARA LAVAR ROUPA
12536,TANQUE LAVAR ROUPA
12537,TANQUE DE MATERIAL PLASTICO PARA LAVAR ROUPA
12538,TANQUE DE METAL DE LAVAR ROUPA
12817,TORNEIRA DE PLASTICO PARA INSTALACAO HIDRAULICA
12818,TORNEIRA ELETRICA
12820,TORNEIRA
13000,TRITURADOR ELETRICO DE RESIDUO
13252,VALVULA DE BATENTE
13322,VASO SANITÁRIO
14088,LAVATÓRIO MÃOS
14144,VÁLVULA ESCOAMENTO
14145,DUCHA BANHO
14146,VÁLVULA DE PÉ
14317,ACESSÓRIOS BANHEIRO
14630,CAIXA DESCARGA
14980,BARRA ARTICULADA
15305,CONJUNTO OBTURADOR CAIXA DESCARGA
15694,BASE PROTETORA CONTATOS CHUVEIRO
15696,CONTATO GAVETA CHUVEIRO
15697,BASE GUIA CHUVEIRO
15698,BASE CONTATOS CHUVEIRO
15700,NIPLE COMPLETO CHUVEIRO
15706,ALAVANCA CONTATO CHUVEIRO
15708,TAMPA CHUVEIRO
15917,COMPACTADOR LIXO
16155,AREJADOR PARA TORNEIRA
16192,REPARO TORNEIRA
16221,ACABAMENTO PARA VÁLVULA HIDRÁULICA
16385,SISTEMA AQUECIMENTO AR
16390,REGISTRO DE AR
16403,VÁLVULA DESCARGA
16955,DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS
16956,EQUIPAMENTOS PARA CALEFAÇÃO E AQUECEDORES DOMÉSTICOS DE ÁGUA
16957,EQUIPAMENTOS PARA QUEIMA DE COMBUSTIVEL
16958,EQUIPAMENTOS DIVERSOS DE INSTALAÇÕES HIDRÁULICAS, SANITÁRIASE DE CALEFAÇÃO
17358,ASSENTO VASO SANITÁRIO
17435,SUPORTE PORTA-PAPEL
17465,BRAÇO CHUVEIRO
17622,SUPORTE MICTÓRIO
17797,SUPORTE COPA
18790,MECANISMO VEDAÇÃO
18791,VOLANTE
18792,MOLA
18793,PARAFUSO
18873,ADAPTADOR MANGUEIRA
